編號,設置地點,詳細地址,所轄里鄰別,電話,原住民
0686,清水宮（右側）,"赤山里赤東二街
2 之 1 號",赤山里 1-5 鄰,3727510,"(3) 
原住民"
0687,清水宮（左側）,"赤山里赤東二街
2 之 1 號",赤山里 6-12 鄰,3727510,(3)
0688,大灣國中（三年三班,"大灣里仁雄路
99 號",赤山里 13-21 鄰,3719258,(2)
0689,仁慈里活動中心,"仁慈里仁慈路
75 號",仁慈里全里,0936818188,"(2) 
原住民"
第 5 選舉區,"",鳥松區,"","","",""
0690,"鳥松國小北側二年忠
班教室","鳥松里文前路
32 號","鳥松里 1-7、26-27、
38-39 鄰",7321780＃40,(2)
0691,"鳥松國小南側一年忠
班教室","鳥松里 
文前路 32 號","鳥松里 8、13、15-16
22-25 鄰","7321780 
＃40",(2)
0692,"鳥松國小西側一年愛
班教室","鳥松里 
文前路 32 號","鳥松里 
17-19、42-43 鄰","7321780 
＃40","(2) 
原住民"
0693,鳥松國中前棟桌球室,"鳥松里松埔北巷
5 之 1 號",鳥松里 9、28 鄰,"7323977 
＃31",(1)
0694,"鳥松國中後棟一年一
班教室","鳥松里松埔北巷
5 之 1 號",鳥松里 29-31 鄰,"7323977 
＃31",(1)
0695,天龍宮,"鳥松里中正路
14 巷 31 弄 33 號","鳥松里 
10-12、20、32-37 鄰","7322674 
0910807469",(2)
0696,"文山高中仁愛樓 301
教室","鳥松里大埤路
31 號","鳥松里 
14、21、40-41 鄰","7777272 
＃400",(2)
0697,"（舊）夢裡里活動中
心一樓","夢裡里夢裡路
29 之 2 號","夢裡里 
1、3-6、8、14-17 鄰",7311522,(2)
0698,"（新）夢裡里活動中
心一樓","夢裡里立昌街 8
號","夢裡里 
2、7、9-13、18-20 鄰",7314191#25,"(1)  
原住民"
0699,明湖園一樓健身房,"夢裡里明湖路
34 號",夢裡里 21、22 鄰,7334572,(2)
0700,福德宮,"大華里山腳路
58 號","大華里 
1-4、13、18 鄰","7771836 
0932733767",(2)
0701,大安宮,"大華里山腳路
222 號",大華里 6-8、22 鄰,"3706230 
0952518068",(2)
0702,"大華國小右側一樓自
然科教室","大華里大華路
200 號","大華里 14、19、21、
30 鄰","3701359 
＃40","(2) 
原住民"
0703,"大華國小左側一樓一
年忠班教室","大華里大華路
200 號","大華里 
15-16、20、24 鄰","3701359 
＃40",(1)
0704,大華里活動中心一樓,"大華里大昌路
397 之 1 號","大華里 
5、9-11、23、28-29 鄰","7314191 
＃113",(2)
0705,"天主教耶穌聖名堂 
一樓活動中心","大華里本館路
19 號","大華里 
12、17、25-27 鄰",3707033,(2)
0706,聖恩堂一樓教室,"坔埔里松埔路
41 號","坔埔里 
1-8、11-13、24-25 鄰","7313726 
0936394255",(2)
0707,坔埔里活動中心一樓,"坔埔里松埔路
43 號",坔埔里 9-10、14-17 鄰,"7314191 
＃113","(1) 
原住民"
0708,"高雄市立鳥松幼兒園
一樓","坔埔里同富街
132 巷 30 弄 9 號",坔埔里 18-23 鄰,"7335910 
7335904",(2)
0709,南海紫竹寺,"仁美里學堂路
121 之 4 號","仁美里 
1-2、22-23、27-33 鄰","0928675281 
0928157815",(1)
0710,仁美公厝,"仁美里仁美路
27 號","仁美里 3-9、11-14、39
鄰",7314476,(2)
0711,崇聖殿,"仁美里美山路
77 巷 2 號",仁美里 21、25-26 鄰,"7322908 
0960739750",(2)
0712,"鳥松區老人文康活動
中心運動休憩室","仁美里仁德路
11 號","仁美里 19-20、24、
35-38、40-42 鄰","7314191 
＃122","(1) 
原住民"
0713,仁美里活動中心一樓,"仁美里美山路
228 號","仁美里 10、15-18、34
鄰","7314191 
＃113",(1)
0714,"大竹里活動中心羽球
館","大竹里大竹路 2
號",大竹里 1、3、5-11 鄰,"7314191 
＃113","(2) 原住民 
2、4 鄰空鄰"
0715,"仁美國小東側六年仁
班教室","華美里 
學堂路 2 號",華美里 1-5、15-17 鄰,"7315633 
＃40",(2)
0716,"仁美國小西側一年孝
班教室","華美里學堂路 2
號",華美里 6-11、14 鄰,"7315633 
＃40",(2)
0717,華美里活動中心一樓,"華美里中山西路
115 號","華美里 
12-13、18-21 鄰","7314191 
＃113","(2) 
原住民"
第 5 選舉區,"",大樹區,"","",""
0718,竹寮社區活動中心,"竹寮里竹寮路
56-2 號",竹寮里 1-13 鄰,651-4144,"(1) 
原住民"
0719,竹寮里北極殿,"竹寮里竹寮路
57 號",竹寮里 14-28 鄰,651-0251,(1)
0720,九曲里北極殿,"九曲里九曲路
272 號",九曲里 1-20 鄰,652-0556,"(1) 
原住民"
0721,"九曲國小二年忠班教
室","大樹區九曲里九
曲路 498 號",九曲里 21-34 鄰,651-2451,(1)
0722,"九曲國小一年信班教
室","九曲里九曲路
498 號",九曲里 35-49 鄰,651-2451,(1)
0723,久堂社區活動中心,"久堂里復興街勝
利巷 13 號",久堂里 1-19 鄰,652-7526,"(1) 原住民 
10 鄰空鄰"
0724,大樹區老人活動中心,"久堂里久堂路
97-1 號",久堂里 20-35 鄰,651-6540,(1)
0725,久堂里湖底慈善宮,"久堂里湖底二巷
26-1 號",久堂里 36-50 鄰,651-2087,(1)
0726,無水寮北極殿左側,"水安里安和街
57-2 號",水安里 1-13 鄰,652-2193,"(1) 
原住民"
0727,水安社區活動中心,"水安里中山路 3
巷 83 弄 42 號",水安里 14-23 鄰,652-6610,(1)
0728,水寮國小一年忠班,"水寮里中華路國
小巷 1 號",水寮里 1-9 鄰,651-5536,"(1) 
原住民"
0729,水寮國小一年仁班,"水寮里中華路國
小巷 1 號",水寮里 10-22 鄰,651-5536,(1)
0730,"大樹國小一年忠班教
室","大樹里中正一路
249 號",檨腳里 1-11、34 鄰,651-3752,"(1) 
原住民"
0731,"大樹國小二年仁班教
室","大樹里中正一路
249 號",檨腳里 12-20 鄰,651-3752,(1)
0732,大樹國小音樂教室,"大樹里中正一路
249 號",檨腳里 21-33 鄰,651-3752,(1)
0733,興山社區活動中心,"興山里興山路
68-1 號旁",興山里全里,651-9859,"(1) 原住民 
1 鄰空鄰"
0734,和山社區活動中心,"和山里和山路
92-3 號",和山里全里,651-0845,"(1) 
原住民"
0735,姑山社區活動中心,"姑山里姑山路
30-17 號",姑山里全里,"","(1) 
原住民"
0736,大坑社區活動中心,"大坑里大坑路
188 號",大坑里全里,656-2368,"(1) 
原住民"
0737,井腳社區活動中心,"井腳里井腳路
150 號",井腳里 1-11 鄰,651-0639,"(1) 
原住民"
0738,井腳三鳳宮,"井腳里井腳路
150 號",井腳里 12-20 鄰,651-7049,(1)
0739,小坪社區活動中心,"小坪里小坪路 1
號",小坪里全里,651-1560,"(1) 原住民 
15 鄰空鄰"
0740,龍目社區活動中心,"龍目里龍目路
76 號",龍目里 1-7 鄰,651-1141,(1)
0741,龍目里龍安宮,"龍目里龍目路
76 號",龍目里 8-14 鄰,652-1008,"(1) 
原住民"
0742,大樹里活動中心,"大樹里長春路新
吉巷 2 號",大樹里 1-12 鄰,651-8135,"(1) 
原住民"
0743,大樹里保安宮,"大樹里大樹路
71 號",大樹里 13-21 鄰,652-7747,(1)
0744,三和社區活動中心,"三和里三和路 7
號",三和里全里,656-1785,"(1) 
原住民"
0745,溪埔社區活動中心,"溪埔里溪埔路 3
巷 67-1 號","溪埔里 1-6 鄰、15-17
鄰",656-6102,"(1) 
原住民"
0746,"溪埔里老人活動中心
（保安寺前）","溪埔里溪埔路 4
巷 222-1 號",溪埔里 7-14 鄰,656-6460,(1)
0747,興田社區活動中心,"興田里興田路
70-30 號",興田里 1-9 鄰,656-5192,"(1) 
原住民"
0748,興田里崑崙宮,"興田里興田路
122-2 號",興田里 10-12 鄰,656-3034,(2)
0749,統嶺社區活動中心,"統嶺里統嶺路
91-9 號旁",統嶺里全里,656-5319,"(1) 
原住民"
第 6 選舉區,"","",鼓山區,"","",""
0750,"鼓峰里民眾活動中
心圖書室","九如四路 2000 巷 1
號",鼓峰里 1-10 鄰,5887230,（1）
0751,"鼓峰里民眾活動中
心媽媽教室","九如四路 2000 巷 1
號",鼓峰里 11-19 鄰,5887230,"（1） 
原住民"
0752,"中山國小 8111課後
照顧班",雄峰路 18 號,雄峰里 2-12 鄰,5827585-31,"（2）原住民 
1 鄰空鄰"
0753,"中山國小 8112課後
照顧班",雄峰路 18 號,雄峰里 13-23 鄰,5827585-31,（2）
0754,"臺灣基督長老教會
內惟教會",內惟路 378 號,"前峰里 1-6、8-12、21
鄰","5831919 
0952800149","（1） 
7 鄰空鄰"
0755,怡青幼兒園,銘傳路 56 巷 2 號,"前峰里 13-20、31、32
鄰",5820278,（1）
0756,振才幼兒園,九如四路 1793 號,"前峰里 22-30、33、34
鄰",5850868,"（1） 
原住民"
0757,"內惟神福祠 2 樓左
側廂房","九如四路 1450 號 2
樓(九如四路 1440
巷進入)",光榮里 12-21 鄰,5836512,（2）
0758,"內惟神福祠 2 樓右
側廂房走道","九如四路 1450 號 2
樓(日昌路 56 巷 1
弄進入)",光榮里 22-30、32 鄰,5836512,"（2） 
原住民"
0759,鼓山彌陀院,吳鳳路 55 號,光榮里 1-11、31 鄰,5829104,"（1） 
2 鄰空鄰"
0760,赤龍宮西側門內部,內惟路 379 巷 6 號,民族里全里,5818184,"（2）原住民 
6、7 鄰空鄰"
0761,玉虛穹北極殿,"鼓山三路 108 之 20
號",內惟里全里,5833925,"（2）原住民 
1、2、14 鄰空鄰"
0762,"內惟國小幼兒園餐
廳",內惟路 73 號,"建國里 1-4、6、8、9
11-13 鄰",5515405-32,"（1）原住民 
5、7、10 鄰空鄰"
0763,"內惟國小二年一班
教室",內惟路 73 號,建國里 14-21 鄰,5515405-32,（1）
0764,"內惟國小柴山生態
教育中心",內惟路 73 號,"忠正里 4-6、8-11、16
17、32、33 鄰",5515405,"（1）原住民 
1-3 鄰空鄰"
0765,私立天才幼兒園,"鼓山三路 50 巷 9 弄
9 號","忠正里 7、12-15、
19-23、34、35 鄰",5616418,"（2） 
29-31 鄰空鄰"
0766,"私立大榮高級中學
215 教室",大榮街 1 號,"忠正里 18、24-28、36
39 鄰",5613281,"（1） 
37、38 鄰空鄰"
0767,自強里活動中心,"鼓山三路 115 巷 4
號",自強里全里,5334711,"（2）原住民 
5、9、10、12、
14-15、17 鄰空鄰"
0768,龍井社區發展協會,"青泉街 142 巷 109
號",龍井里全里,5612786,"（1） 
6 鄰空鄰，原住
民"
0769,鼓山高中開標室,明德路 2 號,正德里全里,5213258,"（2）原住民 
7 鄰空鄰"
0770,"九如國小志工媽媽
教室","九如四路 763 號 1
樓",平和里 1-10、12-16 鄰,5317186,"（2） 
11 鄰空鄰"
0771,"九如國小課後照顧
一","九如四路 763 號 1
樓","平和里 17-19、22-29
鄰",5317186,"（2）原住民 
20-21 鄰空鄰"
0772,青海集會所,"九如四路 758 之 1
號（青海陸橋下）",民強里 1-12、19-21 鄰,5313725,（1）
0773,"私立大榮高級中學
213 教室",大榮街 1 號,"民強里 13-18、22-30
鄰",5613281-17,"（1） 
原住民"
0774,海安宮,厚生路 52 號,厚生里 1-4 鄰,5334507,"（2） 
原住民"
0775,厚生里活動中心,九如四路 576-1 號,"厚生里 7-10、11-12、
14-18 鄰",5326167,"（1） 
5-6、13 鄰空鄰"
0776,"龍子里民眾活動中
心一樓","中華一路 2133巷 47
號","龍子里 19-24、26-27
29-30 鄰",5554638,"（2） 
25 鄰空鄰"
0777,"蘭園畫世紀大廈東
側管理室","大順一路 1011 巷 6
號旁",龍子里 31-39 鄰,5553479,（1）
0778,"龍華國小 4 年 1 班
教室（新校區）",大順一路 858 號,龍子里 1、2、4-10 鄰,5553086-31.32,"（1） 
3 鄰空鄰"
0779,"龍華國小 1 年 1 班
教室（新校區）",大順一路 858 號,龍子里 12、40、48 鄰,5553086-31.32,（1）
0780,"龍華國小 1 年 3 班
教室（新校區）",大順一路 858 號,"龍子里 13-18、41、42
鄰",5553086-31.32,（1）
0781,"龍華國小 1 年 6 班
教室（新校區）",大順一路 858 號,"龍子里 11、28、43、
45 鄰",5553086-31.32,"（1） 
44 鄰空鄰"
0782,"龍華國小 1 年 8 班
教室（新校區）",大順一路 858 號,龍子里 46-47 鄰,5553086-31.32,"（1） 
原住民"
0783,"高興昌鋼鐵股份有
限公司",中華一路 318 號,"龍水里 1-4、20、26
鄰",5526332,"（1） 
原住民"
0784,"中華藝術學校 N11
藝廊",美術館路 78 號,龍水里 5、7 鄰,5549696,（1）
0785,"中華藝術學校 N15
國小教室",美術館路 78 號,龍水里 8-10 鄰,5549696,（1）
0786,"中華藝術學校 N18
國小教室",美術館路 78 號,"龍水里 11、13、16、
24",5549696,（1）
0787,"百世幼兒園（文物
陳列室）",美術館路 121 號,龍水里 12、25、27 鄰,5502850,（1）
0788,"七賢國中龍美校區
101 教室",美術東三路 110 號,龍水里 6、21-22 鄰,5559329,（2）
0789,"七賢國中龍美校區
家政教學教室",美術東三路 110 號,龍水里 14-15、29 鄰,5559329,（2）
0790,"七賢國中龍美校區
201 教室",美術東三路 110 號,龍水里 17、28 鄰,5559329,（2）
0791,"七賢國中龍美校區
203 教室",美術東三路 110 號,龍水里 18-19、23 鄰,5559329,（2）
0792,"市立明華國中童軍
敎室(一)",明誠三路 582 號,"明誠里 27-28、37、47
鄰",5502001#319,"（2） 
原住民"
0793,"市立明華國中童軍
教室(二)",明誠三路 582 號,"明誠里 8、10、16、
19-20、22、24-25、29-33
鄰",5502001,"（2） 
23 鄰空鄰"
0794,"市立明華國中 1 年
11 班教室",明誠三路 582 號,"明誠里 35、44-45、48
鄰",5502001,（2）
0795,"市立明華國中 1 年
10 班教室",明誠三路 582 號,"明誠里 2、26、34、39
鄰",5502001,（2）
0796,"市立明華國中 1 年
9 班教室",明誠三路 582 號,"明誠里 7、11-13、17
36、51 鄰",5502001,（2）
0797,"市立明華國中家政
教室",明誠三路 582 號,"明誠里 1、5、14-15、
21、42、49 鄰",5502001,（2）
0798,龍華國小 1 年 12 班,大順一路 858 號,"明誠里 3-4、9、41、
43、50 鄰","5553086#31~
32",（1）
0799,龍華國小 1 年 14 班,大順一路 858 號,"明誠里 6、18、38、40
46 鄰","5553086#31~
32",（1）
0800,"基督教循理會果貿
教會",明倫路 116 號,"華豐里 6-8、10、14-19
、27、28、31-33 鄰",5531272,"（1）原住民 
1-5、9 鄰空鄰"
0801,禾堡幼稚園遊戲室,華欣路 21 號,"華豐里 11-13、20、
22-25、29、30 鄰",5534886,"（1） 
21、26 鄰空鄰"
0802,"瑞豐聯合里活動中
心一樓",中華一路 45 號 1 樓,"裕興里 1-3、5-8、10-15
鄰",5531759,"（2）原住民 
4、9 鄰空鄰"
0803,"瑞豐聯合里活動中
心地下室","中華一路 45號地下
室",裕興里 16-27 鄰,5531759,（2）
0804,"明誠中學國小部
B101 教室",華寧路 55 號,裕豐里 1-11 鄰,5521593,"（1） 
原住民"
0805,"明誠中學國小部英
會教室(二)",華寧路 55 號,裕豐里 12-20 鄰,5521593,（1）
0806,"元亨寺原舊臨時廟
壇",元亨街 5 號,鼓岩里全里,5213236-9,"（1）原住民 
4、6、10、11、
13、21 鄰空鄰"
0807,慈濟宮,樹興街 63 號,樹德里全里,5313037,"（2）原住民 
2、8 鄰空鄰"
0808,鼓山區戶政事務所,"鼓山二路 166 號 1
樓",寶樹里全里,5510404,"（2）原住民 
2、3、12 鄰空鄰"
0809,天軍殿,綠川街 26 巷 20 號,興宗里全里,5215215,"（1）原住民 
3、5-6、12、
15-16、19-20 鄰
空鄰"
0810,高馬北極殿,"鼓山二路 25 巷 26
弄 9 號",光化里全里,5613852,"（2）原住民 
6-7、9、14 鄰空
鄰"
0811,勇聖殿右側房,"鼓山二路 25 巷 11
號",山下里全里,5321770,"（1）原住民 
3、7、10、12 鄰
空鄰"
0812,河邊里活動中心,河西一路 211 號,河邊里全里,5216667,"（1）原住民 
4、6、8-9 鄰空鄰"
0813,慈仁宮,河西一路 3 號 1 樓,綠川里全里,5617126,"（1）原住民 
1、4、8、12、15
21、25 鄰空鄰"
0814,產業工會辦公室,"鼓山一路 53 巷 111
號",登山里全里,5619125-311,"（1）原住民 
3、6 鄰空鄰"
0815,嘉應壇,登山街 12 巷 6 號,峰南里全里,5613653,"（1） 
原住民"
0816,潮汕同鄉會,捷興二街 17 號,麗興里全里,5516225,"（2）原住民 
2-3、7-8、10、12
鄰空鄰"
0817,鼓山國小 2 年 2 班,臨海二路 50 號,新民里全里,5217795,"（1）原住民 
7、11、13、16-17
鄰空鄰"
0818,洪高雄宅(民宅),麗雄街 45 號,延平里全里,5512952,"（1）原住民 
1、4、12-15 鄰空
鄰"
0819,"鼓山國小 111 課後
安親班教室",臨海二路 50 號,維生里全里,5217795-140,"（2）原住民 
2、4、9、11、17
鄰空鄰"
0820,"鼓山國小 2 年 3 班
教室",臨海二路 50 號,惠安里全里,5217795-140,"（2）原住民 
2、4、7-8、11-12
14 鄰空鄰"
0821,"鼓山國小一樓課業
輔導班教室",臨海二路 50 號,壽山里全里,5217795-140,"（2）原住民 
3、7、15 鄰空鄰"
0822,李廣緣宅(民宅),哨船街 75-1 號,哨船頭里全里,0910892795,"（1）原住民 
4、6-7、13 鄰空
鄰，"
0823,山海宮,柴山 93 號,桃源里全里,5250504,"（2） 
原住民"
第 6 選舉區,"",鹽埕區,"","","",""
0824,敬老亭,河西路 161 之 1 號,"藍橋里 1、2、4、7-14
16、17 鄰",5516759,"（1）原民住 
3、5、6、15、18
鄰空鄰"
0825,林蘇桂蘭民宅,興華街 63-1 號,慈愛里 2、7-9、11 鄰,5614729,"（1）原住民 
1、3-6、10 鄰空
鄰"
0826,文武聖殿文化大樓,富野路 154 巷 6 號,博愛里 2-5、7-10 鄰,5514717,"（1）原住民 
1、6 鄰空鄰"
0827,壽星里活動中心,七賢三路 225 號,"壽星里 1-3、5、7、8
10-12、14、17、18、
20、21 鄰",5329640,"（1）原住民 
4、6、9、13、15
16、19、22 鄰空
鄰"
0828,"鹽埕國小樂齡中心
教室",五福四路 183 號,"中山里 1、2、4-12、
14-16 鄰",5210668-131,"（1）原住民 
3、13 鄰空鄰"
0829,"鹽埕國小三年 1 班
教室",五福四路 183 號,教仁里 1-3、6-13 鄰,5210668-131,"（1） 
4、5 鄰空鄰"
0830,"鹽埕國小三年 3 班
教室",五福四路 183 號,"教仁里 14-16、18-23
鄰",5210668-131,"（1）原住民 
17 鄰空鄰"
0831,三山國王廟,鹽埕街 54 號,"新樂里 1-4、6、8-12
鄰",5511440,"（2）原住民 
5、7 鄰空鄰"
0832,"鹽埕國小二年 4 班
教室",五福四路 183 號,"中原里 1、3、4、7、8
10-12 鄰",5210668-131,"（1）原住民 
2、5、6、9 鄰空
鄰"
0833,"光榮國小二年一班
教室",大智路 150 號,"光明里 1、3-9、12、
14、15、19、21 鄰",5514549-131,"（2）原住民 
2、10、11、13
16-18、20、22
鄰空鄰"
0834,"光榮國小一年二班 
教室",大智路 150 號,"育仁里 1、4、9、11
12、14、16-18 鄰",5514549-131,"（2）原住民 
2、3、5-8、10
13、15 鄰空鄰"
0835,"忠孝國小志工辦公
室",大智路 71 號,河濱里 1、3、4、6-12,5514887,"（2） 
2、5 鄰空鄰"
0836,"忠孝國小安親班教
室",大智路 71 號,"河濱里 13、15、16、
18-25 鄰",5514887,"（2）原住民 
14、17 鄰空鄰"
0837,忠孝國小健康中心,大智路 71 號,"沙地里 3-5、12、16、
17、20、21 鄰",5514887,"（2）原住民 
1、2、6-11、 
13-15、18、19
22 鄰空鄰"
0838,"忠孝國小社區圖書
館",大智路 71 號,"南端里 1、2、4-6、9
10、12、14-16 鄰",5514887,"（2）原住民 
3、7、8、11、13
17-19 鄰空鄰"
0839,"鹽埕國小二年 1 班
教室",五福四路 183 號,"港都里 1、2、5-10、
12、15、18、19 鄰",5210668-131,"（1）原住民 
3、4、11、13、
14、16、17 鄰空
鄰"
0840,高雄新希望教會,建國四路 145 號,"江西里 2、4、6、7、
11、13-19 鄰",5335777,"（1）原住民 
1、3、5、8-10
12、20 鄰空鄰"
0841,吉貝武聖殿,建國四路 23 號,新豐里 1-5、7-9 鄰,5614897,"（3）原住民 
6 鄰空鄰"
0842,高雄市立音樂館,河西路 99 號,"府北里 1、4-9、11-15
18、19 鄰",5315555-12,"（2）原住民 
2、3、10、16、
17 鄰空鄰"
